Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
Jan-18,Midland Regional Hospital Portlaoise,201,Cardiology,General Referral,8
Jan-18,Midland Regional Hospital Portlaoise,201,Endocrinology,General Referral,7
Jan-18,Midland Regional Hospital Portlaoise,201,General Medicine,General Referral,7
Jan-18,Midland Regional Hospital Portlaoise,201,General Surgery,General Referral,43
Jan-18,Midland Regional Hospital Portlaoise,201,Gynaecology,General Referral,26
Jan-18,Midland Regional Hospital Portlaoise,201,Haematology,General Referral,3
Jan-18,Midland Regional Hospital Portlaoise,201,Obstetrics,General Referral,17
Jan-18,Midland Regional Hospital Portlaoise,201,Ophthalmology,General Referral,5
Jan-18,Midland Regional Hospital Portlaoise,201,Paediatrics,General Referral,23
Jan-18,Midland Regional Hospital Portlaoise,201,Urology,General Referral,8
Jan-18,Mullingar Midland Regional Hospital,202,Cardiology,General Referral,53
Jan-18,Mullingar Midland Regional Hospital,202,Dermatology,General Referral,23
Jan-18,Mullingar Midland Regional Hospital,202,Diabetes Mellitus,General Referral,5
Jan-18,Mullingar Midland Regional Hospital,202,Endocrinology,General Referral,13
Jan-18,Mullingar Midland Regional Hospital,202,General Medicine,General Referral,47
Jan-18,Mullingar Midland Regional Hospital,202,General Surgery,General Referral,142
Jan-18,Mullingar Midland Regional Hospital,202,Geriatric Medicine,General Referral,9
Jan-18,Mullingar Midland Regional Hospital,202,Gynaecology,General Referral,72
Jan-18,Mullingar Midland Regional Hospital,202,Haematology,General Referral,7
Jan-18,Mullingar Midland Regional Hospital,202,Obstetrics,General Referral,57
Jan-18,Mullingar Midland Regional Hospital,202,Ophthalmology,General Referral,12
Jan-18,Mullingar Midland Regional Hospital,202,Orthopaedics,General Referral,3
Jan-18,Mullingar Midland Regional Hospital,202,Paediatrics,General Referral,48
Jan-18,Mullingar Midland Regional Hospital,202,Pigmented Lesion,Pigmented Lesion Referral,1
Jan-18,Mullingar Midland Regional Hospital,202,Respiratory Medicine,General Referral,36
Jan-18,Naas General Hospital,102,Cardiology,General Referral,21
Jan-18,Naas General Hospital,102,Dermatology,General Referral,22
Jan-18,Naas General Hospital,102,Endocrinology,General Referral,17
Jan-18,Naas General Hospital,102,Gastro-Enterology,General Referral,41
Jan-18,Naas General Hospital,102,General Medicine,General Referral,2
Jan-18,Naas General Hospital,102,General Surgery,General Referral,60
Jan-18,Naas General Hospital,102,Geriatric Medicine,General Referral,3
Jan-18,Naas General Hospital,102,Haematology,General Referral,3
Jan-18,Naas General Hospital,102,Orthopaedics,General Referral,33
Jan-18,Naas General Hospital,102,Respiratory Medicine,General Referral,11
Jan-18,Naas General Hospital,102,Rheumatology,General Referral,6
Jan-18,National Maternity Hospital Holles Street,931,Gynaecology,General Referral,52
Jan-18,National Maternity Hospital Holles Street,931,Obstetrics,General Referral,25
Jan-18,Our Lady of Lourdes Hospital,922,Cardiology,General Referral,61
Jan-18,Our Lady of Lourdes Hospital,922,Dermatology,General Referral,117
Jan-18,Our Lady of Lourdes Hospital,922,Endocrinology,General Referral,11
Jan-18,Our Lady of Lourdes Hospital,922,Gastro-Enterology,General Referral,26
Jan-18,Our Lady of Lourdes Hospital,922,General Surgery,General Referral,41
Jan-18,Our Lady of Lourdes Hospital,922,Geriatric Medicine,General Referral,14
Jan-18,Our Lady of Lourdes Hospital,922,Gynaecology,General Referral,63
Jan-18,Our Lady of Lourdes Hospital,922,Haematology,General Referral,23
Jan-18,Our Lady of Lourdes Hospital,922,Minor Ops,General Referral,15
Jan-18,Our Lady of Lourdes Hospital,922,Nephrology,General Referral,4
Jan-18,Our Lady of Lourdes Hospital,922,Ophthalmology,General Referral,31
Jan-18,Our Lady of Lourdes Hospital,922,Otolaryngology (ENT),General Referral,67
Jan-18,Our Lady of Lourdes Hospital,922,Paediatric Orthopaedic Surgery,General Referral,13
Jan-18,Our Lady of Lourdes Hospital,922,Paediatric Surgery,General Referral,21
Jan-18,Our Lady of Lourdes Hospital,922,Paediatrics,General Referral,58
Jan-18,Our Lady of Lourdes Hospital,922,Pigmented Lesion,Pigmented Lesion Referral,25
Jan-18,Our Lady of Lourdes Hospital,922,Respiratory Medicine,General Referral,30
Jan-18,Our Lady of Lourdes Hospital,922,Tropical,General Referral,3
Jan-18,Our Lady of Lourdes Hospital,922,Urology,General Referral,23
Jan-18,Our Lady's Children's Hospital Crumlin,941,Allergy,General Referral,25
Jan-18,Our Lady's Children's Hospital Crumlin,941,General Medicine,General Referral,70
Jan-18,Our Lady's Children's Hospital Crumlin,941,Plastic Surgery,General Referral,8
Jan-18,Our Lady's Hospital Manorhamilton,502,Rheumatology,General Referral,13
Jan-18,Our Lady's Hospital Manorhamilton,502,Rheumatology Dexa,General Referral,2
Jan-18,Our Lady's Hospital Navan,403,Cardiology,General Referral,20
Jan-18,Our Lady's Hospital Navan,403,Diabetes Mellitus,General Referral,3
Jan-18,Our Lady's Hospital Navan,403,Endocrinology,General Referral,5
Jan-18,Our Lady's Hospital Navan,403,Gastro-Enterology,General Referral,25
Jan-18,Our Lady's Hospital Navan,403,General Surgery,General Referral,88
Jan-18,Our Lady's Hospital Navan,403,Geriatric / Memory Loss,General Referral,1
Jan-18,Our Lady's Hospital Navan,403,Gynaecology,General Referral,10
Jan-18,Our Lady's Hospital Navan,403,Orthopaedics,General Referral,69
Jan-18,Our Lady's Hospital Navan,403,Respiratory Medicine,General Referral,9
Jan-18,Our Lady's Hospital Navan,403,Rheumatology,General Referral,53
Jan-18,Portiuncula University Hospital,919,Cardiology,General Referral,23
Jan-18,Portiuncula University Hospital,919,Dermatology,General Referral,4
Jan-18,Portiuncula University Hospital,919,Endocrinology,General Referral,8
Jan-18,Portiuncula University Hospital,919,General Medicine,General Referral,16
Jan-18,Portiuncula University Hospital,919,General Surgery,General Referral,80
Jan-18,Portiuncula University Hospital,919,Gynaecology,General Referral,39
Jan-18,Portiuncula University Hospital,919,Nerve Conductive,General Referral,4
Jan-18,Portiuncula University Hospital,919,Obstetrics,General Referral,63
Jan-18,Portiuncula University Hospital,919,Orthopaedics,General Referral,1
Jan-18,Portiuncula University Hospital,919,Paediatrics,General Referral,34
Jan-18,Portiuncula University Hospital,919,Pain Relief,General Referral,1
Jan-18,Portiuncula University Hospital,919,Urology,General Referral,20
Jan-18,Roscommon University Hospital,803,Endocrinology,General Referral,2
Jan-18,Roscommon University Hospital,803,General Medicine,General Referral,11
Jan-18,Roscommon University Hospital,803,General Surgery,General Referral,56
Jan-18,Roscommon University Hospital,803,Orthopaedics,General Referral,7
Jan-18,Roscommon University Hospital,803,Otolaryngology (ENT),General Referral,6
Jan-18,Roscommon University Hospital,803,Pigmented Lesion,General Referral,1
Jan-18,Roscommon University Hospital,803,Pigmented Lesion,Pigmented Lesion Referral,7
Jan-18,Roscommon University Hospital,803,Plastic Surgery,General Referral,59
Jan-18,Roscommon University Hospital,803,Urology,General Referral,7
Jan-18,Roscommon University Hospital,803,Vascular Surgery,General Referral,8
Jan-18,Rotunda Hospital,932,Gynaecology,General Referral,93
Jan-18,Rotunda Hospital,932,Obstetrics,General Referral,49
Jan-18,Rotunda Hospital,932,Ultrasound,General Referral,12
Jan-18,Royal Victoria Eye and Ear Hospital,950,Ophthalmology,General Referral,1
Jan-18,Royal Victoria Eye and Ear Hospital,950,Ophthalmology,Ophthalmology Referral,38
Jan-18,Royal Victoria Eye and Ear Hospital,950,Otolaryngology (ENT),General Referral,41
Jan-18,Sligo University Hospital,501,Dermatology,General Referral,43
Jan-18,Sligo University Hospital,501,Diabetes Mellitus,General Referral,1
Jan-18,Sligo University Hospital,501,Endocrinology,General Referral,11
