Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,Referraltype,TotalReferrals
Jan-21,Alliance Medical MRI Centre Drogheda,9111,MRI,General Referral,257
Jan-21,Alliance Medical MRI Centre Portlaoise,9137,MRI,General Referral,88
Jan-21,Alliance Medical MRI Centre Tullamore,9109,MRI,General Referral,41
Jan-21,Alliance Medical MRI Consultant Private Clinic CUH,9112,MRI,General Referral,22
Jan-21,Alliance Medical MRI National Maternity Hospital,9122,MRI,General Referral,2
Jan-21,Alliance Medical St Francis Mullingar,9110,DXA,General Referral,24
Jan-21,Alliance Medical St Francis Mullingar,9110,MRI,General Referral,211
Jan-21,Alliance Medical St Francis Mullingar,9110,Ultrasound,General Referral,73
Jan-21,Alliance Medical St Francis Mullingar,9110,X-Ray,General Referral,24
Jan-21,Alliance Medical University Hospital Galway,9232,MRI,General Referral,21
Jan-21,Alliance Medical Wexford,9131,MRI,General Referral,154
Jan-21,Bantry General Hospital,704,Gastro-Enterology,General Referral,14
Jan-21,Bantry General Hospital,704,General Medicine,General Referral,18
Jan-21,Bantry General Hospital,704,General Surgery,General Referral,59
Jan-21,Bantry General Hospital,704,Geriatric Medicine,General Referral,5
Jan-21,Bantry General Hospital,704,Outreach Dermatology,General Referral,5
Jan-21,Bantry General Hospital,704,Outreach Orthopaedics,General Referral,4
Jan-21,Bantry General Hospital,704,Outreach Surgical,General Referral,5
Jan-21,Barringtons Bon Secours Diagnostic Imaging,9115,CT,General Referral,117
Jan-21,Barringtons Bon Secours Diagnostic Imaging,9115,DXA,General Referral,38
Jan-21,Barringtons Bon Secours Diagnostic Imaging,9115,MRI,General Referral,596
Jan-21,Barringtons Bon Secours Diagnostic Imaging,9115,Ultrasound,General Referral,208
Jan-21,Barringtons Bon Secours Diagnostic Imaging,9115,X-ray,General Referral,79
Jan-21,Beacon Clinic Drogheda,9051,Colorectal and Laparoscopic,General Referral,5
Jan-21,Beacon Clinic Drogheda,9051,ENT,General Referral,28
Jan-21,Beacon Clinic Drogheda,9051,Internal Medicine,General Referral,1
Jan-21,Beacon Clinic Drogheda,9051,Plastics,General Referral,1
Jan-21,Beacon Clinic Drogheda,9051,Rheumatology,General Referral,2
Jan-21,Beacon Clinic Drogheda,9051,Urology,General Referral,3
Jan-21,Beacon Clinic Dublin 8,9052,Cardiology,General Referral,15
Jan-21,Beacon Clinic Dublin 8,9052,Colorectal and Laparoscopic,General Referral,3
Jan-21,Beacon Clinic Mullingar,9053,Cardiology,General Referral,8
Jan-21,Beacon Clinic Mullingar,9053,ENT,General Referral,6
Jan-21,Beacon Clinic Wexford,9054,Cardiology,General Referral,1
Jan-21,Beacon Clinic Wexford,9054,ENT,General Referral,2
Jan-21,Beacon Clinic Wexford,9054,Orthopaedics,General Referral,5
Jan-21,Beacon Clinic Wexford,9054,Urology,General Referral,1
Jan-21,Beacon Hospital,9061,Breast Care,General Referral,73
Jan-21,Beacon Hospital,9061,Cardiology,General Referral,114
Jan-21,Beacon Hospital,9061,Dermatology,General Referral,109
Jan-21,Beacon Hospital,9061,Endoscopy Direct Access,Endoscopy Referral,121
Jan-21,Beacon Hospital,9061,ENT,General Referral,134
Jan-21,Beacon Hospital,9061,Gastroenterology Consultant Appointments,General Referral,86
Jan-21,Beacon Hospital,9061,General Surgery,General Referral,70
Jan-21,Beacon Hospital,9061,Gynaecology,General Referral,120
Jan-21,Beacon Hospital,9061,Orthopaedics,General Referral,202
Jan-21,Beacon Hospital,9061,Paediatric Cardiology,General Referral,11
Jan-21,Beacon Hospital,9061,Paediatric Endocrinology,General Referral,7
Jan-21,Beacon Hospital,9061,Paediatric ENT,General Referral,15
Jan-21,Beacon Hospital,9061,Paediatric Orthopaedic Surgery,General Referral,17
Jan-21,Beacon Hospital,9061,Paediatric Respiratory Medicine,General Referral,7
Jan-21,Beacon Hospital,9061,Paediatric Urology,General Referral,29
Jan-21,Beacon Hospital,9061,Paediatrics,General Referral,82
Jan-21,Beacon Hospital,9061,Physiotherapy,General Referral,3
Jan-21,Beacon Hospital,9061,Radiology,General Referral,232
Jan-21,Beacon Hospital,9061,Respiratory Medicine,General Referral,43
Jan-21,Beacon Hospital,9061,Rheumatology,General Referral,42
Jan-21,Beacon Hospital,9061,Urology,General Referral,70
Jan-21,Beaumont Hospital,923,Anaesthetics,General Referral,2
Jan-21,Beaumont Hospital,923,Beaumont Breast Clinic,Breast Clinic Orig Referral,442
Jan-21,Beaumont Hospital,923,Beaumont Lung Clinic,Lung Cancer Referral,11
Jan-21,Beaumont Hospital,923,Beaumont Prostate Clinic,Prostate Cancer Referral,22
Jan-21,Beaumont Hospital,923,Cardiology,General Referral,130
Jan-21,Beaumont Hospital,923,Clinical Immunology,General Referral,20
Jan-21,Beaumont Hospital,923,CT,General Referral,3
Jan-21,Beaumont Hospital,923,Dermatology,General Referral,152
Jan-21,Beaumont Hospital,923,Endocrinology,General Referral,108
Jan-21,Beaumont Hospital,923,Endoscopy Beaumont Hospital,Endoscopy Referral,232
Jan-21,Beaumont Hospital,923,Gastro-Enterology,General Referral,157
Jan-21,Beaumont Hospital,923,General Surgery,General Referral,144
Jan-21,Beaumont Hospital,923,Geriatric Medicine,General Referral,86
Jan-21,Beaumont Hospital,923,Gynaecology,General Referral,75
Jan-21,Beaumont Hospital,923,Haematology,General Referral,63
Jan-21,Beaumont Hospital,923,Infectious Diseases,General Referral,6
Jan-21,Beaumont Hospital,923,Mammography,General Referral,6
Jan-21,Beaumont Hospital,923,Maxillo-Facial,General Referral,7
Jan-21,Beaumont Hospital,923,MRI,General Referral,7
Jan-21,Beaumont Hospital,923,Nephrology,General Referral,28
Jan-21,Beaumont Hospital,923,Neurology,General Referral,143
Jan-21,Beaumont Hospital,923,Neurosurgery,General Referral,189
Jan-21,Beaumont Hospital,923,Nuclear Medicine,General Referral,1
Jan-21,Beaumont Hospital,923,Oncology,General Referral,12
Jan-21,Beaumont Hospital,923,Ophthalmology,Ophthalmology Referral,20
Jan-21,Beaumont Hospital,923,Orthopaedics,General Referral,148
Jan-21,Beaumont Hospital,923,Otolaryngology (ENT),General Referral,175
Jan-21,Beaumont Hospital,923,Pain Relief,General Referral,48
Jan-21,Beaumont Hospital,923,Plastic Surgery,General Referral,97
Jan-21,Beaumont Hospital,923,Radiology,General Referral,439
Jan-21,Beaumont Hospital,923,Respiratory Medicine,General Referral,94
Jan-21,Beaumont Hospital,923,Rheumatology,General Referral,57
Jan-21,Beaumont Hospital,923,Stroke Medicine,General Referral,2
Jan-21,Beaumont Hospital,923,Ultrasound,General Referral,238
Jan-21,Beaumont Hospital,923,Urology,General Referral,135
Jan-21,Beaumont Hospital,923,Vascular Surgery,General Referral,85
Jan-21,Beaumont Private Hospital,9075,Breast,Breast Clinic Orig Referral,39
Jan-21,Beaumont Private Hospital,9075,Cardiology,General Referral,15
Jan-21,Beaumont Private Hospital,9075,Endocrinology,General Referral,26
Jan-21,Beaumont Private Hospital,9075,ENT Surgery,General Referral,43
Jan-21,Beaumont Private Hospital,9075,Gastroenterology,General Referral,25
Jan-21,Beaumont Private Hospital,9075,General Surgery,General Referral,35
Jan-21,Beaumont Private Hospital,9075,Gynaecology,General Referral,10
Jan-21,Beaumont Private Hospital,9075,Haematology,General Referral,12
Jan-21,Beaumont Private Hospital,9075,Medical Oncology,General Referral,1
Jan-21,Beaumont Private Hospital,9075,Nephrology,General Referral,9
Jan-21,Beaumont Private Hospital,9075,Pain Medicine,General Referral,10
Jan-21,Beaumont Private Hospital,9075,Plastic Surgery,General Referral,25
Jan-21,Beaumont Private Hospital,9075,Radiology,General Referral,139
Jan-21,Beaumont Private Hospital,9075,Respiratory,General Referral,15
Jan-21,Beaumont Private Hospital,9075,Tropical and Infectious Diseases,General Referral,1
Jan-21,Beaumont Private Hospital,9075,Urology,General Referral,42
Jan-21,Beaumont Private Hospital,9075,Vascular Surgery,General Referral,10
Jan-21,Blackberry Hearing,9211,Ear Wax Removal Micro Suction,General Referral,1
Jan-21,Blackrock Clinic,9136,Andrology Consultant,General Referral,1
Jan-21,Blackrock Clinic,9136,Audiology Diagnostics,General Referral,1
Jan-21,Blackrock Clinic,9136,Bariatric Surgery Consultant,General Referral,3
Jan-21,Blackrock Clinic,9136,Bone Health Service,General Referral,3
Jan-21,Blackrock Clinic,9136,Cardiology Consultant,General Referral,98
Jan-21,Blackrock Clinic,9136,Cardiology Diagnostics,General Referral,34
Jan-21,Blackrock Clinic,9136,Cardiothoracic Surgery Consultant,General Referral,2
Jan-21,Blackrock Clinic,9136,Colorectal Surgery Consultant,General Referral,2
Jan-21,Blackrock Clinic,9136,Dermatology Consultant,General Referral,108
Jan-21,Blackrock Clinic,9136,Diet and Cancer Clinic,General Referral,1
Jan-21,Blackrock Clinic,9136,Direct Access Endoscopy,Endoscopy Referral,42
Jan-21,Blackrock Clinic,9136,Direct Access Minor Procedure,General Referral,3
Jan-21,Blackrock Clinic,9136,Endocrinology Consultant,General Referral,11
Jan-21,Blackrock Clinic,9136,ENT Consultant,General Referral,64
Jan-21,Blackrock Clinic,9136,Gastroenterology Consultant,General Referral,62
Jan-21,Blackrock Clinic,9136,General Medicine Consultant,General Referral,7
Jan-21,Blackrock Clinic,9136,General Surgery Consultant,General Referral,17
Jan-21,Blackrock Clinic,9136,Genetics Consultant,General Referral,4
Jan-21,Blackrock Clinic,9136,Gut Health Clinic,General Referral,3
Jan-21,Blackrock Clinic,9136,Gynaecology Consultant,General Referral,48
Jan-21,Blackrock Clinic,9136,Immunology Consultant,General Referral,4
Jan-21,Blackrock Clinic,9136,Maxillofacial Consultant,General Referral,1
Jan-21,Blackrock Clinic,9136,Neurology Consultant,General Referral,17
Jan-21,Blackrock Clinic,9136,Neurophysiology Consultant,General Referral,1
Jan-21,Blackrock Clinic,9136,Neurophysiology Diagnostic,General Referral,7
Jan-21,Blackrock Clinic,9136,Neurosurgery Consultant,General Referral,14
Jan-21,Blackrock Clinic,9136,Nuclear Medicine Diagnostic,General Referral,6
Jan-21,Blackrock Clinic,9136,Oncology Consultant,General Referral,7
Jan-21,Blackrock Clinic,9136,Ophthalmic Medicine Consultant,General Referral,17
Jan-21,Blackrock Clinic,9136,Ophthalmic Surgery Consultant,General Referral,34
Jan-21,Blackrock Clinic,9136,Orthopaedic Surgery Consultant,General Referral,49
Jan-21,Blackrock Clinic,9136,Paediatrics Consultant,General Referral,25
Jan-21,Blackrock Clinic,9136,Pain Medicine Consultant,General Referral,7
Jan-21,Blackrock Clinic,9136,Plastic Surgery Consultant,General Referral,47
Jan-21,Blackrock Clinic,9136,Psychiatry/Psychology Consultant,General Referral,10
Jan-21,Blackrock Clinic,9136,Radiology Diagnostic,General Referral,117
Jan-21,Blackrock Clinic,9136,Renal Physician Consultant,General Referral,2
Jan-21,Blackrock Clinic,9136,Respiratory Consultant,General Referral,16
Jan-21,Blackrock Clinic,9136,Respiratory Diagnostic,General Referral,2
Jan-21,Blackrock Clinic,9136,Rheumatology Consultant,General Referral,34
Jan-21,Blackrock Clinic,9136,Urology Consultant,General Referral,51
Jan-21,Blackrock Clinic,9136,Vascular Consultant,General Referral,10
Jan-21,Blackrock Clinic,9136,Vascular Diagnostic,General Referral,2
Jan-21,Bon Secours Cork,9073,Acute Admissions (Call First),General Referral,368
Jan-21,Bon Secours Cork,9073,Bariatric Surgery,General Referral,6
Jan-21,Bon Secours Cork,9073,Breast Care Specialist Unit,Breast Clinic Orig Referral,184
Jan-21,Bon Secours Cork,9073,Cardiology,General Referral,88
Jan-21,Bon Secours Cork,9073,Cardiology Fast Track Clinic,General Referral,54
Jan-21,Bon Secours Cork,9073,Colorectal Surgery,General Referral,17
Jan-21,Bon Secours Cork,9073,COVID Swabbing Clinic,General Referral,176
Jan-21,Bon Secours Cork,9073,Dermatology,General Referral,63
Jan-21,Bon Secours Cork,9073,Diabetes,General Referral,3
Jan-21,Bon Secours Cork,9073,Dietetics,General Referral,7
Jan-21,Bon Secours Cork,9073,Endocrinology,General Referral,64
Jan-21,Bon Secours Cork,9073,Endoscopy,Endoscopy Referral,43
Jan-21,Bon Secours Cork,9073,ENT,General Referral,138
Jan-21,Bon Secours Cork,9073,Gastroenterology,General Referral,76
Jan-21,Bon Secours Cork,9073,General Surgery,General Referral,141
Jan-21,Bon Secours Cork,9073,Geriatrics,General Referral,2
Jan-21,Bon Secours Cork,9073,Gynaecology,General Referral,58
Jan-21,Bon Secours Cork,9073,Haematology,General Referral,17
Jan-21,Bon Secours Cork,9073,Neurology,General Referral,63
Jan-21,Bon Secours Cork,9073,Neurophysiology Consultation,General Referral,4
Jan-21,Bon Secours Cork,9073,Neurophysiology Diagnostics (EMG),General Referral,12
Jan-21,Bon Secours Cork,9073,Oncology,General Referral,3
Jan-21,Bon Secours Cork,9073,Ophthalmology,Ophthalmology Referral,16
Jan-21,Bon Secours Cork,9073,Orthopaedics,General Referral,136
Jan-21,Bon Secours Cork,9073,Paediatrics,General Referral,96
Jan-21,Bon Secours Cork,9073,Pain Medicine,General Referral,33
Jan-21,Bon Secours Cork,9073,Physiotherapy,General Referral,3
Jan-21,Bon Secours Cork,9073,Plastic Surgery,General Referral,47
Jan-21,Bon Secours Cork,9073,Pulmonary Function Testing,General Referral,3
Jan-21,Bon Secours Cork,9073,Radiology,General Referral,359
Jan-21,Bon Secours Cork,9073,Radiotherapy,General Referral,5
Jan-21,Bon Secours Cork,9073,Rapid Access Prostate Clinic,Prostate Cancer Referral,3
Jan-21,Bon Secours Cork,9073,Respiratory Consultation,General Referral,39
Jan-21,Bon Secours Cork,9073,Rheumatology,General Referral,38
Jan-21,Bon Secours Cork,9073,Sleep Studies,General Referral,7
Jan-21,Bon Secours Cork,9073,Sports Injury Clinic,General Referral,3
Jan-21,Bon Secours Cork,9073,Urology,General Referral,57
Jan-21,Bon Secours Cork,9073,Vascular Surgery,General Referral,7
Jan-21,Bon Secours Galway,9076,Bone Disease,General Referral,16
Jan-21,Bon Secours Galway,9076,Cardiology (Outpatients),General Referral,62
Jan-21,Bon Secours Galway,9076,Cardiology (Rapid Access Cardiac Clinic),General Referral,37
Jan-21,Bon Secours Galway,9076,Dermatology,General Referral,48
Jan-21,Bon Secours Galway,9076,Endocrinology,General Referral,14
Jan-21,Bon Secours Galway,9076,Endoscopy,Endoscopy Referral,69
Jan-21,Bon Secours Galway,9076,ENT,General Referral,78
Jan-21,Bon Secours Galway,9076,General Medicine,General Referral,58
Jan-21,Bon Secours Galway,9076,General Surgery,General Referral,177
Jan-21,Bon Secours Galway,9076,Gynaecology,General Referral,21
Jan-21,Bon Secours Galway,9076,MAU (Please call first),General Referral,5
Jan-21,Bon Secours Galway,9076,Neurology,General Referral,36
Jan-21,Bon Secours Galway,9076,Ophthalmology,Ophthalmology Referral,10
Jan-21,Bon Secours Galway,9076,Oral and Maxillo-Facial,General Referral,4
Jan-21,Bon Secours Galway,9076,Orthopaedics,General Referral,175
Jan-21,Bon Secours Galway,9076,Pain Management,General Referral,4
Jan-21,Bon Secours Galway,9076,Physiotherapy,General Referral,2
Jan-21,Bon Secours Galway,9076,Plastic Surgery,General Referral,93
Jan-21,Bon Secours Galway,9076,Radiology,General Referral,643
Jan-21,Bon Secours Galway,9076,Sleep Studies,General Referral,8
Jan-21,Bon Secours Galway,9076,Urology,General Referral,66
Jan-21,Bon Secours Galway,9076,Vascular Surgery,General Referral,16
Jan-21,Bon Secours Health System at Evergreens,9077,Cardiology,General Referral,2
Jan-21,Bon Secours Health System at Evergreens,9077,General Surgery,General Referral,2
Jan-21,Bon Secours Hospital Glasnevin,9071,Cardiology,General Referral,81
Jan-21,Bon Secours Hospital Glasnevin,9071,Cardiology Diagnostics,General Referral,41
Jan-21,Bon Secours Hospital Glasnevin,9071,Dermatology,General Referral,192
Jan-21,Bon Secours Hospital Glasnevin,9071,Diagnostic Imaging,General Referral,192
Jan-21,Bon Secours Hospital Glasnevin,9071,Dietetics,General Referral,1
Jan-21,Bon Secours Hospital Glasnevin,9071,Direct Access Endoscopy,Endoscopy Referral,242
Jan-21,Bon Secours Hospital Glasnevin,9071,Endocrinology,General Referral,13
Jan-21,Bon Secours Hospital Glasnevin,9071,Gastroenterology,General Referral,107
Jan-21,Bon Secours Hospital Glasnevin,9071,General Medicine,General Referral,27
Jan-21,Bon Secours Hospital Glasnevin,9071,General Surgery,General Referral,77
Jan-21,Bon Secours Hospital Glasnevin,9071,Gynaecology,General Referral,38
Jan-21,Bon Secours Hospital Glasnevin,9071,MAU,General Referral,11
Jan-21,Bon Secours Hospital Glasnevin,9071,Ophthalmology,Ophthalmology Referral,26
Jan-21,Bon Secours Hospital Glasnevin,9071,Orthopaedics,General Referral,20
Jan-21,Bon Secours Hospital Glasnevin,9071,Otolaryngology (ENT),General Referral,79
Jan-21,Bon Secours Hospital Glasnevin,9071,Pain Relief,General Referral,15
Jan-21,Bon Secours Hospital Glasnevin,9071,Physiotherapy,General Referral,1
Jan-21,Bon Secours Hospital Glasnevin,9071,Plastic Surgery,General Referral,39
Jan-21,Bon Secours Hospital Glasnevin,9071,Respiratory Diagnostics,General Referral,9
Jan-21,Bon Secours Hospital Glasnevin,9071,Respiratory Medicine,General Referral,35
Jan-21,Bon Secours Hospital Glasnevin,9071,Rheumatology,General Referral,39
Jan-21,Bon Secours Hospital Glasnevin,9071,Urology,General Referral,114
Jan-21,Bon Secours Hospital Glasnevin,9071,Vascular Surgery,General Referral,25
Jan-21,Bon Secours Limerick at Barringtons,9058,Cardiology,General Referral,43
Jan-21,Bon Secours Limerick at Barringtons,9058,Dermatology,General Referral,62
Jan-21,Bon Secours Limerick at Barringtons,9058,Endocrinology,General Referral,13
Jan-21,Bon Secours Limerick at Barringtons,9058,Endoscopy,Endoscopy Referral,39
Jan-21,Bon Secours Limerick at Barringtons,9058,ENT,General Referral,54
Jan-21,Bon Secours Limerick at Barringtons,9058,Gastroenterology,General Referral,39
Jan-21,Bon Secours Limerick at Barringtons,9058,General Surgery,General Referral,80
Jan-21,Bon Secours Limerick at Barringtons,9058,Gynaecology,General Referral,37
Jan-21,Bon Secours Limerick at Barringtons,9058,Maxillofacial,General Referral,17
Jan-21,Bon Secours Limerick at Barringtons,9058,Musculoskeletal Interventional Radiology,General Referral,24
Jan-21,Bon Secours Limerick at Barringtons,9058,Neurology,General Referral,21
Jan-21,Bon Secours Limerick at Barringtons,9058,Obstetrics,General Referral,4
Jan-21,Bon Secours Limerick at Barringtons,9058,Ophthalmology,Ophthalmology Referral,26
Jan-21,Bon Secours Limerick at Barringtons,9058,Orthopaedics,General Referral,64
Jan-21,Bon Secours Limerick at Barringtons,9058,Paediatrics,General Referral,12
Jan-21,Bon Secours Limerick at Barringtons,9058,Pain Medicine,General Referral,17
Jan-21,Bon Secours Limerick at Barringtons,9058,Plastic Surgery,General Referral,2
Jan-21,Bon Secours Limerick at Barringtons,9058,Respiratory Medicine,General Referral,1
Jan-21,Bon Secours Limerick at Barringtons,9058,Rheumatology,General Referral,7
Jan-21,Bon Secours Limerick at Barringtons,9058,Urology,General Referral,38
Jan-21,Bon Secours Limerick at Barringtons,9058,Vascular,General Referral,9
Jan-21,Bon Secours Tralee,9074,Acute Admissions (Please call first),General Referral,30
Jan-21,Bon Secours Tralee,9074,Cardiology,General Referral,61
Jan-21,Bon Secours Tralee,9074,Cardiology Diagnostics,General Referral,31
Jan-21,Bon Secours Tralee,9074,Covid-19 Testing Service,General Referral,307
Jan-21,Bon Secours Tralee,9074,Dermatology,General Referral,57
Jan-21,Bon Secours Tralee,9074,Endocrinology,General Referral,4
Jan-21,Bon Secours Tralee,9074,Endoscopy,Endoscopy Referral,32
Jan-21,Bon Secours Tralee,9074,Gastroenterology,General Referral,76
Jan-21,Bon Secours Tralee,9074,General Medicine,General Referral,6
Jan-21,Bon Secours Tralee,9074,General Surgery,General Referral,112
Jan-21,Bon Secours Tralee,9074,Gynaecology,General Referral,26
Jan-21,Bon Secours Tralee,9074,Medical Assessment Unit,General Referral,178
Jan-21,Bon Secours Tralee,9074,Neurology,General Referral,33
Jan-21,Bon Secours Tralee,9074,Ophthalmology,Ophthalmology Referral,15
Jan-21,Bon Secours Tralee,9074,Orthopaedics,General Referral,94
Jan-21,Bon Secours Tralee,9074,Otolaryngology (ENT),General Referral,70
Jan-21,Bon Secours Tralee,9074,Pain Relief,General Referral,19
Jan-21,Bon Secours Tralee,9074,Physiotherapy,General Referral,1
Jan-21,Bon Secours Tralee,9074,Plastic Surgery,General Referral,43
Jan-21,Bon Secours Tralee,9074,Radiology,General Referral,601
Jan-21,Bon Secours Tralee,9074,Rapid Access Chest Pain,General Referral,7
Jan-21,Bon Secours Tralee,9074,RAPID Orthopaedic Service,General Referral,15
Jan-21,Bon Secours Tralee,9074,Respiratory Diagnostics,General Referral,5
Jan-21,Bon Secours Tralee,9074,Respiratory Medicine,General Referral,20
Jan-21,Bon Secours Tralee,9074,Rheumatology,General Referral,54
Jan-21,Bon Secours Tralee,9074,Sleep Study,General Referral,2
Jan-21,Bon Secours Tralee,9074,Urology,General Referral,70
Jan-21,Bon Secours Tralee,9074,Vascular Surgery,General Referral,9
Jan-21,Cavan Monaghan Hospital,402,Ante-Natal,General Referral,72
Jan-21,Cavan Monaghan Hospital,402,Cardiology,General Referral,29
Jan-21,Cavan Monaghan Hospital,402,Dermatology,General Referral,26
Jan-21,Cavan Monaghan Hospital,402,General Medicine,General Referral,71
Jan-21,Cavan Monaghan Hospital,402,General Surgery,General Referral,150
Jan-21,Cavan Monaghan Hospital,402,Gynaecology,General Referral,58
Jan-21,Cavan Monaghan Hospital,402,Haematology,General Referral,3
Jan-21,Cavan Monaghan Hospital,402,Neurology,General Referral,5
Jan-21,Cavan Monaghan Hospital,402,Oncology,General Referral,2
Jan-21,Cavan Monaghan Hospital,402,Orthopaedics,General Referral,38
Jan-21,Cavan Monaghan Hospital,402,Otolaryngology (ENT),General Referral,30
Jan-21,Cavan Monaghan Hospital,402,Paediatrics,General Referral,44
Jan-21,Cavan Monaghan Hospital,402,Urology,General Referral,24
Jan-21,Cavan Monaghan Hospital,402,Vascular,General Referral,5
Jan-21,Charter Medical,9120,Medicine for the Elderly,General Referral,38
Jan-21,Charter Medical Private Hospital Mullingar,9130,Dermatology,General Referral,13
Jan-21,Charter Medical Private Hospital Mullingar,9130,Endoscopy,Endoscopy Referral,25
Jan-21,Charter Medical Private Hospital Mullingar,9130,ENT Adults,General Referral,38
Jan-21,Charter Medical Private Hospital Mullingar,9130,ENT Paediatric,General Referral,7
Jan-21,Charter Medical Private Hospital Mullingar,9130,General Surgery,General Referral,55
Jan-21,Charter Medical Private Hospital Mullingar,9130,Gynaecology,General Referral,9
Jan-21,Charter Medical Private Hospital Mullingar,9130,Medical Gastroenterology,General Referral,7
Jan-21,Charter Medical Private Hospital Mullingar,9130,Ophthalmology,Ophthalmology Referral,10
Jan-21,Charter Medical Private Hospital Mullingar,9130,Orthopaedic,General Referral,5
Jan-21,Charter Medical Private Hospital Mullingar,9130,Pain Management,General Referral,2
Jan-21,Charter Medical Private Hospital Mullingar,9130,Respiratory,General Referral,3
Jan-21,Charter Medical Private Hospital Mullingar,9130,Rheumatology,General Referral,4
Jan-21,Charter Medical Private Hospital Mullingar,9130,Sleep Studies,General Referral,2
Jan-21,Charter Medical Private Hospital Mullingar,9130,Urology,General Referral,22
Jan-21,CHO7 Community Based Virtual Pulmonary Rehab,9225,Physiotherapy,General Referral,5
Jan-21,Cluain Mhuire Community Mental Health Service,9194,Mental Health Service adults 18-65 SE Co. Dublin,General Referral,49
Jan-21,Community Respiratory Team KWW,9212,CNS/Physio-led Respiratory Clinic,General Referral,2
Jan-21,Community Respiratory Team KWW,9212,Pulmonary Rehabilitation,General Referral,1
Jan-21,Connolly Hospital,108,Cardiology,General Referral,74
Jan-21,Connolly Hospital,108,Dermatology,General Referral,61
Jan-21,Connolly Hospital,108,Endocrinology,General Referral,59
Jan-21,Connolly Hospital,108,Endoscopy,Endoscopy Referral,104
Jan-21,Connolly Hospital,108,Gastro-Enterology,General Referral,93
Jan-21,Connolly Hospital,108,General Surgery,General Referral,97
Jan-21,Connolly Hospital,108,Geriatric Medicine,General Referral,33
Jan-21,Connolly Hospital,108,Gynaecology,General Referral,40
Jan-21,Connolly Hospital,108,Haematology,General Referral,14
Jan-21,Connolly Hospital,108,Nephrology,General Referral,11
Jan-21,Connolly Hospital,108,Ophthalmology,Ophthalmology Referral,5
Jan-21,Connolly Hospital,108,Orthopaedics,General Referral,120
Jan-21,Connolly Hospital,108,Otolaryngology (ENT),General Referral,34
Jan-21,Connolly Hospital,108,Plastic Surgery,General Referral,30
Jan-21,Connolly Hospital,108,Respiratory Medicine,General Referral,51
Jan-21,Connolly Hospital,108,Rheumatology,General Referral,43
Jan-21,Connolly Hospital,108,Urology,General Referral,66
Jan-21,Coombe Women & Infants University Hospital,930,Gynaecology,General Referral,262
Jan-21,Cork Dermatology Dr. O'Shea,9223,Dermatology,General Referral,22
Jan-21,Cork University Dental School and Hospital,966,Oral and Maxillofacial Surgery,General Referral,4
Jan-21,Cork University Dental School and Hospital,966,Oral Medicine,General Referral,4
Jan-21,Cork University Hospital,724,Cardiology,General Referral,84
Jan-21,Cork University Hospital,724,Cardio-Thoracic Surgery,General Referral,5
Jan-21,Cork University Hospital,724,Community Dietetics – North Cork,General Referral,13
Jan-21,Cork University Hospital,724,Community Dietetics – North Lee,General Referral,19
