Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
Jan-19,Beacon Hospital,9061,Paediatrics,General Referral,34
Jan-19,Beacon Hospital,9061,Radiology,General Referral,75
Jan-19,Beacon Hospital,9061,Respiratory Medicine,General Referral,17
Jan-19,Beaumont Hospital,923,Anaesthetics,General Referral,4
Jan-19,Beaumont Hospital,923,Beaumont Breast Clinic,Breast Clinic Referral,440
Jan-19,Beaumont Hospital,923,Beaumont Lung Clinic,Lung Cancer Referral,8
Jan-19,Beaumont Hospital,923,Beaumont Prostate Clinic,Prostate Cancer Referral,33
Jan-19,Beaumont Hospital,923,Cardiology,General Referral,161
Jan-19,Beaumont Hospital,923,Clinical Immunology,General Referral,29
Jan-19,Beaumont Hospital,923,Dermatology,General Referral,178
Jan-19,Beaumont Hospital,923,Endocrinology,General Referral,53
Jan-19,Beaumont Hospital,923,Endoscopy Beaumont Hospital,Endoscopy Referral,178
Jan-19,Beaumont Hospital,923,Gastro-Enterology,General Referral,149
Jan-19,Beaumont Hospital,923,General Surgery,General Referral,145
Jan-19,Beaumont Hospital,923,Geriatric Medicine,General Referral,58
Jan-19,Beaumont Hospital,923,Gynaecology,General Referral,54
Jan-19,Beaumont Hospital,923,Haematology,General Referral,31
Jan-19,Beaumont Hospital,923,Infectious Diseases,General Referral,5
Jan-19,Beaumont Hospital,923,Maxillo-Facial,General Referral,5
Jan-19,Beaumont Hospital,923,Nephrology,General Referral,26
Jan-19,Beaumont Hospital,923,Neurology,General Referral,114
Jan-19,Beaumont Hospital,923,Neurosurgery,General Referral,89
Jan-19,Beaumont Hospital,923,Oncology,General Referral,7
Jan-19,Beaumont Hospital,923,Ophthalmology,Ophthalmology Referral,16
Jan-19,Beaumont Hospital,923,Orthopaedics,General Referral,122
Jan-19,Beaumont Hospital,923,Otolaryngology (ENT),General Referral,163
Jan-19,Beaumont Hospital,923,Pain Relief,General Referral,28
Jan-19,Beaumont Hospital,923,Plastic Surgery,General Referral,110
Jan-19,Beaumont Hospital,923,Radiology,General Referral,563
Jan-19,Beaumont Hospital,923,Respiratory Medicine,General Referral,76
Jan-19,Beaumont Hospital,923,Rheumatology,General Referral,52
Jan-19,Beaumont Hospital,923,Urology,General Referral,136
Jan-19,Beaumont Hospital,923,Vascular Surgery,General Referral,89
Jan-19,Bon Secours Cork,9073,Acute Admissions (Call First),General Referral,147
Jan-19,Bon Secours Cork,9073,Breast Care Specialist Unit,Breast Clinic Referral,48
Jan-19,Bon Secours Cork,9073,Cardiology,General Referral,76
Jan-19,Bon Secours Cork,9073,Colorectal Surgery,General Referral,23
Jan-19,Bon Secours Cork,9073,Dermatology,General Referral,49
Jan-19,Bon Secours Cork,9073,Dietetics,General Referral,2
Jan-19,Bon Secours Cork,9073,Endocrinology,General Referral,32
Jan-19,Bon Secours Cork,9073,Endoscopy,Endoscopy Referral,17
Jan-19,Bon Secours Cork,9073,ENT,General Referral,94
Jan-19,Bon Secours Cork,9073,Gastroenterology,General Referral,68
Jan-19,Bon Secours Cork,9073,General Surgery,General Referral,77
Jan-19,Bon Secours Cork,9073,Gynaecology,General Referral,58
Jan-19,Bon Secours Cork,9073,Haematology,General Referral,11
Jan-19,Bon Secours Cork,9073,Neurology,General Referral,35
Jan-19,Bon Secours Cork,9073,Neurophysiology Consultation,General Referral,1
Jan-19,Bon Secours Cork,9073,Neurophysiology Diagnostics (EMG),General Referral,1
Jan-19,Bon Secours Cork,9073,Oncology,General Referral,2
Jan-19,Bon Secours Cork,9073,Ophthalmology,Ophthalmology Referral,15
Jan-19,Bon Secours Cork,9073,Orthopaedics,General Referral,61
Jan-19,Bon Secours Cork,9073,Paediatrics,General Referral,56
Jan-19,Bon Secours Cork,9073,Pain Medicine,General Referral,13
Jan-19,Bon Secours Cork,9073,Physiotherapy,General Referral,2
Jan-19,Bon Secours Cork,9073,Plastic Surgery,General Referral,49
Jan-19,Bon Secours Cork,9073,Radiology,General Referral,313
Jan-19,Bon Secours Cork,9073,Rapid Access Prostate Clinic,Prostate Cancer Referral,2
Jan-19,Bon Secours Cork,9073,Respiratory Consultation,General Referral,32
Jan-19,Bon Secours Cork,9073,Rheumatology,General Referral,16
Jan-19,Bon Secours Cork,9073,Sleep Studies,General Referral,2
Jan-19,Bon Secours Cork,9073,Urology,General Referral,32
Jan-19,Bon Secours Cork,9073,Vascular Surgery,General Referral,4
Jan-19,Bon Secours Galway,9076,Bone Disease,General Referral,3
Jan-19,Bon Secours Galway,9076,Cardiology (Outpatients),General Referral,27
Jan-19,Bon Secours Galway,9076,Cardiology (Rapid Access Cardiac Clinic),General Referral,11
Jan-19,Bon Secours Galway,9076,Dermatology,General Referral,23
Jan-19,Bon Secours Galway,9076,Endocrinology,General Referral,4
Jan-19,Bon Secours Galway,9076,Endoscopy,Endoscopy Referral,17
Jan-19,Bon Secours Galway,9076,ENT,General Referral,39
Jan-19,Bon Secours Galway,9076,General Medicine,General Referral,17
Jan-19,Bon Secours Galway,9076,General Surgery,General Referral,65
Jan-19,Bon Secours Galway,9076,Gynaecology,General Referral,4
Jan-19,Bon Secours Galway,9076,MAU (Please call first),General Referral,16
Jan-19,Bon Secours Galway,9076,Neurology,General Referral,9
Jan-19,Bon Secours Galway,9076,Ophthalmology,Ophthalmology Referral,2
Jan-19,Bon Secours Galway,9076,Oral and Maxillo-Facial,General Referral,1
Jan-19,Bon Secours Galway,9076,Orthopaedics,General Referral,74
Jan-19,Bon Secours Galway,9076,Pain Management,General Referral,1
Jan-19,Bon Secours Galway,9076,Physiotherapy,General Referral,5
Jan-19,Bon Secours Galway,9076,Plastic Surgery,General Referral,37
Jan-19,Bon Secours Galway,9076,Radiology,General Referral,141
Jan-19,Bon Secours Galway,9076,Respiratory Medicine,General Referral,12
Jan-19,Bon Secours Galway,9076,Sleep Studies,General Referral,1
Jan-19,Bon Secours Galway,9076,Urology,General Referral,39
Jan-19,Bon Secours Galway,9076,Vascular Surgery,General Referral,7
Jan-19,Bon Secours Hospital Glasnevin,9071,Cardiology,General Referral,53
Jan-19,Bon Secours Hospital Glasnevin,9071,Cardiology Diagnostics,General Referral,22
Jan-19,Bon Secours Hospital Glasnevin,9071,Dermatology,General Referral,91
Jan-19,Bon Secours Hospital Glasnevin,9071,Diagnostic Imaging,General Referral,78
Jan-19,Bon Secours Hospital Glasnevin,9071,Dietetics,General Referral,3
Jan-19,Bon Secours Hospital Glasnevin,9071,Direct Access Endoscopy,Endoscopy Referral,124
Jan-19,Bon Secours Hospital Glasnevin,9071,Endocrinology,General Referral,11
Jan-19,Bon Secours Hospital Glasnevin,9071,Gastroenterology,General Referral,92
Jan-19,Bon Secours Hospital Glasnevin,9071,General Medicine,General Referral,6
Jan-19,Bon Secours Hospital Glasnevin,9071,General Surgery,General Referral,62
Jan-19,Bon Secours Hospital Glasnevin,9071,Gynaecology,General Referral,21
Jan-19,Bon Secours Hospital Glasnevin,9071,MAU,General Referral,84
Jan-19,Bon Secours Hospital Glasnevin,9071,Neurology,General Referral,22
Jan-19,Bon Secours Hospital Glasnevin,9071,Neurology,General Referral,22
Jan-19,Bon Secours Hospital Glasnevin,9071,Ophthalmology,Ophthalmology Referral,12
Jan-19,Bon Secours Hospital Glasnevin,9071,Orthopaedics,General Referral,14
Jan-19,Bon Secours Hospital Glasnevin,9071,Otolaryngology (ENT),General Referral,53
Jan-19,Bon Secours Hospital Glasnevin,9071,Pain Relief,General Referral,6
Jan-19,Bon Secours Hospital Glasnevin,9071,Plastic Surgery,General Referral,35
Jan-19,Bon Secours Hospital Glasnevin,9071,Respiratory Diagnostics,General Referral,14
Jan-19,Bon Secours Hospital Glasnevin,9071,Respiratory Medicine,General Referral,33
Jan-19,Bon Secours Hospital Glasnevin,9071,Rheumatology,General Referral,13
Jan-19,Bon Secours Hospital Glasnevin,9071,Urology,General Referral,44
Jan-19,Bon Secours Hospital Glasnevin,9071,Vascular Surgery,General Referral,19
Jan-19,Bon Secours Limerick at Barringtons,9058,Cardiology,General Referral,14
Jan-19,Bon Secours Limerick at Barringtons,9058,Dermatology,General Referral,7
Jan-19,Bon Secours Limerick at Barringtons,9058,Endocrinology,General Referral,3
Jan-19,Bon Secours Limerick at Barringtons,9058,Endoscopy,Endoscopy Referral,13
Jan-19,Bon Secours Limerick at Barringtons,9058,ENT,General Referral,34
Jan-19,Bon Secours Limerick at Barringtons,9058,Gastroenterology,General Referral,15
Jan-19,Bon Secours Limerick at Barringtons,9058,General Surgery,General Referral,46
Jan-19,Bon Secours Limerick at Barringtons,9058,Gynaecology,General Referral,11
Jan-19,Bon Secours Limerick at Barringtons,9058,Maxillofacial,General Referral,7
Jan-19,Bon Secours Limerick at Barringtons,9058,Musculoskeletal Interventional Radiology,General Referral,9
Jan-19,Bon Secours Limerick at Barringtons,9058,Neurology,General Referral,2
Jan-19,Bon Secours Limerick at Barringtons,9058,Ophthalmology,Ophthalmology Referral,4
Jan-19,Bon Secours Limerick at Barringtons,9058,Oral Surgery,General Referral,1
Jan-19,Bon Secours Limerick at Barringtons,9058,Orthopaedics,General Referral,21
Jan-19,Bon Secours Limerick at Barringtons,9058,Paediatrics,General Referral,5
Jan-19,Bon Secours Limerick at Barringtons,9058,Pain Medicine,General Referral,5
Jan-19,Bon Secours Limerick at Barringtons,9058,Plastic Surgery,General Referral,12
Jan-19,Bon Secours Limerick at Barringtons,9058,Radiology,General Referral,33
Jan-19,Bon Secours Limerick at Barringtons,9058,Respiratory Medicine,General Referral,4
Jan-19,Bon Secours Limerick at Barringtons,9058,Rheumatology,General Referral,1
Jan-19,Bon Secours Limerick at Barringtons,9058,Urology,General Referral,9
Jan-19,Bon Secours Limerick at Barringtons,9058,Vascular,General Referral,3
Jan-19,Bon Secours Tralee,9074,Acute Admissions (Please call first),General Referral,36
Jan-19,Bon Secours Tralee,9074,Cadiology,General Referral,42
Jan-19,Bon Secours Tralee,9074,Cardiology Diagnostics,General Referral,21
Jan-19,Bon Secours Tralee,9074,Dermatology,General Referral,47
Jan-19,Bon Secours Tralee,9074,Dietetics,General Referral,2
Jan-19,Bon Secours Tralee,9074,Endocrinology,General Referral,1
Jan-19,Bon Secours Tralee,9074,Endoscopy,Endoscopy Referral,14
Jan-19,Bon Secours Tralee,9074,Gastroenterology,General Referral,55
Jan-19,Bon Secours Tralee,9074,General Medicine,General Referral,5
Jan-19,Bon Secours Tralee,9074,General Surgery,General Referral,82
Jan-19,Bon Secours Tralee,9074,Gynaecology,General Referral,12
Jan-19,Bon Secours Tralee,9074,Medical Assessment Unit,General Referral,22
Jan-19,Bon Secours Tralee,9074,Neurology,General Referral,26
Jan-19,Bon Secours Tralee,9074,Ophthalmology,Ophthalmology Referral,2
Jan-19,Bon Secours Tralee,9074,Orthopaedics,General Referral,71
Jan-19,Bon Secours Tralee,9074,Otolaryngology (ENT),General Referral,83
Jan-19,Bon Secours Tralee,9074,Paediatrics,General Referral,24
Jan-19,Bon Secours Tralee,9074,Pain Relief,General Referral,12
Jan-19,Bon Secours Tralee,9074,Physiotherapy,General Referral,1
Jan-19,Bon Secours Tralee,9074,Plastic Surgery,General Referral,29
Jan-19,Bon Secours Tralee,9074,Radiology,General Referral,187
Jan-19,Bon Secours Tralee,9074,Respiratory Diagnostics,General Referral,8
Jan-19,Bon Secours Tralee,9074,Respiratory Medicine,General Referral,27
Jan-19,Bon Secours Tralee,9074,Rheumatology,General Referral,28
Jan-19,Bon Secours Tralee,9074,Sleep Study,General Referral,4
Jan-19,Bon Secours Tralee,9074,Urology,General Referral,60
Jan-19,Bon Secours Tralee,9074,Vascular Surgery,General Referral,15
Jan-19,Cappagh National Orthopaedic Hospital,955,Orthopaedics,General Referral,145
Jan-19,Cappagh National Orthopaedic Hospital,955,Rheumatology,General Referral,9
Jan-19,Cavan Monaghan Hospital,402,Ante-Natal,General Referral,59
Jan-19,Cavan Monaghan Hospital,402,Dermatology,General Referral,44
Jan-19,Cavan Monaghan Hospital,402,General Medicine,General Referral,144
Jan-19,Cavan Monaghan Hospital,402,General Surgery,General Referral,241
Jan-19,Cavan Monaghan Hospital,402,Gynaecology,General Referral,63
Jan-19,Cavan Monaghan Hospital,402,Haematology,General Referral,8
Jan-19,Cavan Monaghan Hospital,402,Neurology,General Referral,11
Jan-19,Cavan Monaghan Hospital,402,Orthopaedics,General Referral,54
Jan-19,Cavan Monaghan Hospital,402,Otolaryngology (ENT),General Referral,61
Jan-19,Cavan Monaghan Hospital,402,Paediatrics,General Referral,57
Jan-19,Charter Medical,9120,Cross Border Directive,General Referral,3
Jan-19,Charter Medical,9120,Medicine for the Elderly,General Referral,11
Jan-19,Connolly Hospital,108,Cardiology,General Referral,66
Jan-19,Connolly Hospital,108,Dermatology,General Referral,64
Jan-19,Connolly Hospital,108,Endocrinology,General Referral,38
Jan-19,Connolly Hospital,108,Gastro-Enterology,General Referral,94
Jan-19,Connolly Hospital,108,General Surgery,General Referral,116
Jan-19,Connolly Hospital,108,Geriatric Medicine,General Referral,31
Jan-19,Connolly Hospital,108,Gynaecology,General Referral,17
Jan-19,Connolly Hospital,108,Haematology,General Referral,9
Jan-19,Connolly Hospital,108,Nephrology,General Referral,10
Jan-19,Connolly Hospital,108,Ophthalmology,Ophthalmology Referral,2
Jan-19,Connolly Hospital,108,Orthopaedics,General Referral,100
Jan-19,Connolly Hospital,108,Otolaryngology (ENT),General Referral,30
Jan-19,Connolly Hospital,108,Plastic Surgery,General Referral,29
Jan-19,Connolly Hospital,108,Respiratory Medicine,General Referral,52
Jan-19,Connolly Hospital,108,Rheumatology,General Referral,26
Jan-19,Connolly Hospital,108,Urology,General Referral,68
Jan-19,Coombe Women & Infants University Hospital,930,Gynaecology,General Referral,148
Jan-19,Cork University Hospital,724,Cardiology,General Referral,99
Jan-19,Cork University Hospital,724,CUH Referral Centre,Breast Clinic Referral,475
Jan-19,Cork University Hospital,724,CUH Referral Centre,Lung Cancer Referral,23
Jan-19,Cork University Hospital,724,CUH Referral Centre,Prostate Cancer Referral,26
Jan-19,Cork University Hospital,724,Diabetes Mellitus,General Referral,3
Jan-19,Cork University Hospital,724,Endocrinology,General Referral,32
Jan-19,Cork University Hospital,724,Gastro-Enterology,General Referral,57
Jan-19,Cork University Hospital,724,General Surgery,General Referral,75
Jan-19,Cork University Hospital,724,Geriatric Medicine,General Referral,15
Jan-19,Cork University Hospital,724,HBTT South Lee,Mental Health Referral,5
Jan-19,Cork University Hospital,724,Maxillo-Facial,General Referral,6
Jan-19,Cork University Hospital,724,Nephrology,General Referral,16
Jan-19,Cork University Hospital,724,Neurology,General Referral,88
Jan-19,Cork University Hospital,724,Neurosurgery,General Referral,65
Jan-19,Cork University Hospital,724,Ophthalmology,Ophthalmology Referral,64
Jan-19,Cork University Hospital,724,Paediatric Endocrinology,General Referral,10
Jan-19,Cork University Hospital,724,Paediatric Medicine,General Referral,91
Jan-19,Cork University Hospital,724,Paediatric Neurology,General Referral,11
Jan-19,Cork University Hospital,724,Paediatric Respiratory Medicine,General Referral,14
Jan-19,Cork University Hospital,724,Plastic Surgery,General Referral,44
Jan-19,Cork University Hospital,724,Respiratory Medicine,General Referral,42
Jan-19,Cork University Hospital,724,Rheumatology,General Referral,47
Jan-19,Cork University Hospital,724,Urology,General Referral,43
Jan-19,Cork University Hospital,724,Vascular Surgery,General Referral,27
Jan-19,Cork University Maternity Hospital,725,Gynaecology,General Referral,143
Jan-19,County Clinic Longford,9103,General Surgery,General Referral,26
Jan-19,County Clinic Longford,9103,Gynaecology,General Referral,11
Jan-19,County Clinic Longford,9103,Obstetrics,General Referral,5
Jan-19,County Clinic Longford,9103,Ophthalmology,Ophthalmology Referral,4
Jan-19,County Clinic Longford,9103,Paediatrics,General Referral,6
Jan-19,Eagle Lodge Cardiology,9127,Cardiology Eagle Lodge Aut Even,General Referral,3
Jan-19,Eagle Lodge Cardiology,9127,Cardiology Eagle Lodge Limerick,General Referral,4
Jan-19,Highfield Healthcare,9119,General Adult Psychiatry,General Referral,8
Jan-19,Highfield Healthcare,9119,Old Age Psychiatry,General Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Anaesthesia / Pain Management,General Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Audiology,General Referral,1
Jan-19,Kingsbridge Private Hospital Sligo,9102,Cardiology,General Referral,27
Jan-19,Kingsbridge Private Hospital Sligo,9102,Cross Border,General Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Dermatology,General Referral,60
Jan-19,Kingsbridge Private Hospital Sligo,9102,Endoscopy,General Referral,34
Jan-19,Kingsbridge Private Hospital Sligo,9102,ENT,General Referral,47
Jan-19,Kingsbridge Private Hospital Sligo,9102,Gastroenterology,General Referral,22
Jan-19,Kingsbridge Private Hospital Sligo,9102,General Surgery,General Referral,59
Jan-19,Kingsbridge Private Hospital Sligo,9102,Geriatrician,General Referral,3
Jan-19,Kingsbridge Private Hospital Sligo,9102,Gynaecology,General Referral,13
Jan-19,Kingsbridge Private Hospital Sligo,9102,Haematuria Clinic,General Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Medicals – Pre Employment / Executive / Occupation,General Referral,1
Jan-19,Kingsbridge Private Hospital Sligo,9102,Neurology,General Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Neurosurgery,General Referral,1
Jan-19,Kingsbridge Private Hospital Sligo,9102,Ophthalmology,Ophthalmology Referral,4
Jan-19,Kingsbridge Private Hospital Sligo,9102,Orthopaedics,General Referral,26
Jan-19,Kingsbridge Private Hospital Sligo,9102,Paediatrician,General Referral,9
Jan-19,Kingsbridge Private Hospital Sligo,9102,Plastic Surgery,General Referral,5
Jan-19,Kingsbridge Private Hospital Sligo,9102,Radiology,General Referral,25
Jan-19,Kingsbridge Private Hospital Sligo,9102,Sleep Clinic,General Referral,2
Jan-19,Kingsbridge Private Hospital Sligo,9102,Ultrasound,General Referral,19
Jan-19,Kingsbridge Private Hospital Sligo,9102,Urology,General Referral,19
Jan-19,Kingsbridge Private Hospital Sligo,9102,Vascular – Endovenous Ablation of Varicose Veins,General Referral,2
Jan-19,Kingsbridge Private Hospital Sligo,9102,Vasectomy,General Referral,1
Jan-19,Letterkenny University Hospital,500,Antenatal,General Referral,67
Jan-19,Letterkenny University Hospital,500,Cardiology,General Referral,67
Jan-19,Letterkenny University Hospital,500,Colorectal,General Referral,28
Jan-19,Letterkenny University Hospital,500,Colposcopy,General Referral,13
Jan-19,Letterkenny University Hospital,500,Day Services,General Referral,108
Jan-19,Letterkenny University Hospital,500,Dermatology,General Referral,43
Jan-19,Letterkenny University Hospital,500,Endocrinology,General Referral,11
Jan-19,Letterkenny University Hospital,500,Gastro-Enterology,General Referral,37
Jan-19,Letterkenny University Hospital,500,General Medicine,General Referral,34
Jan-19,Letterkenny University Hospital,500,General Surgery,General Referral,74
Jan-19,Letterkenny University Hospital,500,Gynaecology,General Referral,53
Jan-19,Letterkenny University Hospital,500,Haematology,General Referral,14
Jan-19,Letterkenny University Hospital,500,Letterkenny Breast Unit,Breast Clinic Referral,122
Jan-19,Letterkenny University Hospital,500,Nephrology,General Referral,5
Jan-19,Letterkenny University Hospital,500,Neurology,General Referral,5
Jan-19,Letterkenny University Hospital,500,Oncology,General Referral,1
Jan-19,Letterkenny University Hospital,500,Ophthalmology,Ophthalmology Referral,7
Jan-19,Letterkenny University Hospital,500,Oral Surgery,General Referral,4
Jan-19,Letterkenny University Hospital,500,Orthopaedics,General Referral,85
Jan-19,Letterkenny University Hospital,500,Otolaryngology (ENT),General Referral,74
Jan-19,Letterkenny University Hospital,500,Paediatrics,General Referral,51
Jan-19,Letterkenny University Hospital,500,Psychiatry,General Referral,1
Jan-19,Letterkenny University Hospital,500,Respiratory Medicine,General Referral,34
Jan-19,Letterkenny University Hospital,500,Rheumatology,General Referral,10
Jan-19,Letterkenny University Hospital,500,Urodynamics,General Referral,1
Jan-19,Letterkenny University Hospital,500,Urology,General Referral,31
Jan-19,Letterkenny University Hospital,500,X-Ray,General Referral,19
Jan-19,Louth County Hospital,400,Endocrinology,General Referral,17
Jan-19,Louth County Hospital,400,General Medicine (Over 65 years of age only),General Referral,16
Jan-19,Louth County Hospital,400,General Surgery,General Referral,60
Jan-19,Louth County Hospital,400,Gynaecology,General Referral,38
Jan-19,Louth County Hospital,400,Minor Operations,General Referral,33
Jan-19,Louth County Hospital,400,Orthopaedics,General Referral,69
Jan-19,Louth County Hospital,400,Paediatrics,General Referral,7
Jan-19,Louth County Hospital,400,Urology,General Referral,14
Jan-19,Mallow General Hospital,703,General Medicine,General Referral,74
Jan-19,Mallow General Hospital,703,General Surgery,General Referral,110
Jan-19,Mallow General Hospital,703,Otolaryngology (ENT),General Referral,59
Jan-19,Mater Private Drogheda Outreach Clinic,9065,Cardiology,General Referral,24
Jan-19,Mater Private Drogheda Outreach Clinic,9065,ENT,General Referral,18
Jan-19,Mater Private Drogheda Outreach Clinic,9065,Neurosurgery,General Referral,1
Jan-19,Mater Private Drogheda Outreach Clinic,9065,Plastic Surgery,General Referral,3
Jan-19,Mater Private Drogheda Outreach Clinic,9065,Respiratory,General Referral,1
Jan-19,Mater Private Drogheda Outreach Clinic,9065,Vascular,General Referral,2
Jan-19,Mater Private Hospital Cork,9062,Cardiology,General Referral,65
Jan-19,Mater Private Hospital Cork,9062,Dermatology,General Referral,41
Jan-19,Mater Private Hospital Cork,9062,Emergency Department,General Referral,7
Jan-19,Mater Private Hospital Cork,9062,Endocrinology,General Referral,3
Jan-19,Mater Private Hospital Cork,9062,Gastroenterology,General Referral,93
Jan-19,Mater Private Hospital Cork,9062,General Surgery,General Referral,46
Jan-19,Mater Private Hospital Cork,9062,Gynaecology,General Referral,29
Jan-19,Mater Private Hospital Cork,9062,Ophthalmic Surgery,General Referral,17
Jan-19,Mater Private Hospital Cork,9062,Oral and Max Fax Surgery,General Referral,1
Jan-19,Mater Private Hospital Cork,9062,Oral Surgery,General Referral,1
Jan-19,Mater Private Hospital Cork,9062,Orthopaedic Surgery,General Referral,51
Jan-19,Mater Private Hospital Cork,9062,Pain Medicine,General Referral,20
Jan-19,Mater Private Hospital Cork,9062,Plastic Surgery,General Referral,28
Jan-19,Mater Private Hospital Cork,9062,Respiratory,General Referral,10
Jan-19,Mater Private Hospital Cork,9062,Rheumatology,General Referral,35
Jan-19,Mater Private Hospital Cork,9062,Spinal Surgery,General Referral,11
Jan-19,Mater Private Hospital Cork,9062,Urgent Cardiac Care,General Referral,4
Jan-19,Mater Private Hospital Cork,9062,Urology,General Referral,46
Jan-19,Mater Private Hospital Cork,9062,Vascular Surgery,General Referral,13
Jan-19,Mater Private Hospital Dublin,9060,Bariatric,General Referral,2
Jan-19,Mater Private Hospital Dublin,9060,Breast Imaging/TAC,Breast Clinic Referral,64
Jan-19,Mater Private Hospital Dublin,9060,Breast Surgery,General Referral,7
Jan-19,Mater Private Hospital Dublin,9060,Cardiac Test,General Referral,22
Jan-19,Mater Private Hospital Dublin,9060,Cardiology – Arrhythmia service,General Referral,22
Jan-19,Mater Private Hospital Dublin,9060,Cardiology - Consultant clinics,General Referral,125
Jan-19,Mater Private Hospital Dublin,9060,CT Scan,General Referral,8
Jan-19,Mater Private Hospital Dublin,9060,Dermatology,General Referral,76
Jan-19,Mater Private Hospital Dublin,9060,Diabetes,General Referral,2
